"input text","origin case+#chunk","output text"
"Agent Caruso is expected to testify about alien smuggling organizations and their methods of operation. Doc. 27 at 1.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#8","EXTRACTION_FAILED"
"Before the Court are Defendant's pretrial motions including his: (1) ""Motion in Limine Under Daubert and Federal Rule of Evidence 702"" (""Motion I"") (Doc. 76); and (2) ""Motion in Limine to Preclude or Limit the Government's Use of His Prior Felony Convictions for Impeachment Purposes Under FRE 609"" (""Motion II"") (Doc. 73).","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#2","EXTRACTION_FAILED"
"For the following reasons, the Court denies Motion I and grants Motion II.1 I. Allegations On May 3, 2021, Defendant was traveling westbound on State Route 86 in North Komelik, Arizona. Doc. 1 at 1.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#3","EXTRACTION_FAILED"
"76. On July 29, 2022, the government gave notice of Expert Witnesses, (Docs. 45, 46), including Agent Caruso.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#7","EXTRACTION_FAILED"
"II. Motion I Defendant moves to limit or preclude the testimony of the government's expert witness, Special Agent Nestor Claudio (""Agent Claudio""). Doc.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#6","EXTRACTION_FAILED"
"United States Border Patrol Agents (""agents"") noticed Defendant's sedan ""appeared to be heavily laden and the rear suspension appeared to be fully compressed."" Id. Agents followed Defendant to the Archie Hendricks Skilled Nursing Facility, located near the intersection of Federal Route 15 and Federal Route 34 on the Tohono O'odham reservation, where he parked and exited his car. Id. Agents found two undocumented noncitizens in the trunk and three undocumented noncitizens wearing camouflage inside the car. Id. Agents arrested Defendant at the Nursing Facility.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#4","EXTRACTION_FAILED"
"ORDER Trial is set to begin June 26, 2023. See Doc. 79.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#1","EXTRACTION_FAILED"
"On June 2, 2021, a grand jury returned a three-count indictment charging Defendant with Conspiracy to Transport Illegal Aliens (one count) and Transportation of Illegal Aliens (two counts) in violation of 8 U.S.C. §§ 1324(a)(1)(A)(v)(I), 1324(a)(1)(A)(ii), 1324(a)(1)(B)(i), and 1324(a)(1)(B)(ii). Doc. 7.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#5","EXTRACTION_FAILED"
"Specifically, Agent Caruso's testimony will cover ""...how alien smugglers recruit clients, transport aliens, use stash houses, coordinate the movement of aliens with phones, and receive payment from the aliens and disperse it to members of the organization."" Id. Agent Claudio will also testify about how such organizations compartmentalize different roles and use certain tactics to evade law enforcement. Doc. 27 at 2.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#9","EXTRACTION_FAILED"
"Defendant seeks to preclude Agent Claudio from testifying about human smuggling organization structures, arguing that the government has not carried its burden to prove that the proffered testimony is admissible under Daubert or Federal Rule of Evidence 702. Doc. 76 at 9.","United States v. Ramos, 2023 U.S. Dist. LEXIS 46600#10","EXTRACTION_FAILED"
