"input text","origin case+#chunk","output text"
"Clark could not point to any specific threat of retaliation by DOC personnel, but she sourced her fear to the repeated name-calling and ridicule she testified to having experienced in the aftermath of the assaults. See, e.g., App'x 375 (""[I]n the unit they would call me disgusting. And fag[g]ot.","Clark v. Hanley, 89 F.4th 78#25",""
"And they would laugh at me because of what happened.""). She feared this derision would escalate if she filed suit. See, e.g., App'x 478 (""I thought . . . the abuse would become worse to the point of physical violence, and also that they would come into my cell and just tear it up every chance they got and just make my life a nightmare[.]"").","Clark v. Hanley, 89 F.4th 78#26",""
"Extensive medical records introduced at the hearing, however, do not reflect that Clark ever informed any prison mental health worker of these concerns, nor did she testify to reporting the alleged insults to anyone else. As to her mental health struggles, Clark explained that she suffered from depression and suicidal ideation at various points during the relevant period, which conditions were heightened when she re-encountered corrections officers from MacDougall-Walker, whom she associated with the abuse. See, e.g., App'x 387 (describing her encounters with such officers as ""awful,"" ""terrible,"" and causing ""really high anxiety"").","Clark v. Hanley, 89 F.4th 78#27",""
"Clark testified that she was too traumatized to file suit while incarcerated at Cheshire from early 2012 until the middle of 2016. Clark's extensive medical records, however, reflect that by December 2012 she was reporting to medical personnel at Cheshire that she was ""doing fine,"" experiencing no major distress, and was both writing poetry and looking forward to participating in the facility's writing group.10 App'x 604. Clark testified that the only reason her mental health records suggest she was improving during this period was because she had decided to stop being forthright with the DOC mental health staff.","Clark v. Hanley, 89 F.4th 78#28",""
"She produced no medical records at all for 2014 and 2015 but explained that she avoided seeking mental health treatment during this period because she did not trust the mental health personnel. Clark testified that there came a point in April 2016 when she first admitted to and sought medical treatment for her gender dysphoria, while still at Cheshire. She experienced ""at least some mental health improvement"" at that time but was denied treatment, which was ""horrible,"" ""really stressful,"" and resulted in her attempt at self-castration.11 App'x 391-96.","Clark v. Hanley, 89 F.4th 78#29",""
"Clark testified that she was only able to take steps to bring suit later that year, when she was transferred to Garner, began receiving treatment for her gender dysphoria, and ""felt safer."" App'x 401. Yet, she also admitted requesting her most recent transfer back to Cheshire, where she had allegedly suffered mistreatment, explaining, among other reasons, that ""there's way more stuff at Cheshire like programs and so on and so forth."" App'x 402. As to her state habeas petition, Clark initially claimed that her fear of retaliation and mental health issues did not inhibit her from working on it in November 2011, only a few months after the assaults, because it had ""nothing to do with the DOC at all."" App'x 403-04.","Clark v. Hanley, 89 F.4th 78#30",""
"She added on direct examination that after she filed the petition, counsel was assigned and she devoted no significant amount of time to the matter. On questioning from the district court, however, Clark claimed for the first time that her cellmate at Corrigan, where she was incarcerated in November 2011, had in fact pressured her into preparing and filing the petition: ""[H]e prided himself on being a legal scholar, in his words. . . . I was terrified of this guy. . . . [H]e kind of like made me file this.","Clark v. Hanley, 89 F.4th 78#31",""
"I didn't want to file it."" App'x 469-70. Despite claiming that her cellmate had forced her to bring the habeas petition, however, Clark also testified that she is ""happy"" it was filed. App'x 472.","Clark v. Hanley, 89 F.4th 78#32",""
"D. The Dismissal Order Following the evidentiary hearing, the district court dismissed Clark's Second Amended Complaint, deeming her claims barred by the applicable three-year statute of limitations because she failed to demonstrate extraordinary circumstances caused her tardy filing so as to warrant equitable tolling. See Clark v. Hanley, No. 18 Civ. 1765 (JAM), 2022 U.S. Dist. LEXIS 6643, 2022 WL 124298 (D. Conn. Jan. 13, 2022).","Clark v. Hanley, 89 F.4th 78#33",""
"The district court concluded that neither of Clark's stated reasons for failing timely to bring suit—her alleged fear of retaliation or the trauma from Hanley's abuse, as aggravated by Clark's gender dysphoria—caused her years-long delay in bringing this action. Accordingly, the court concluded that Clark was not entitled to equitable tolling and that her suit was time-barred. See id.","Clark v. Hanley, 89 F.4th 78#34",""
"2022 U.S. Dist. LEXIS 6643, at *4-9. The district court first rejected Clark's argument that concerns about retaliation prevented her from filing this action within the limitations period. See id.","Clark v. Hanley, 89 F.4th 78#35",""
"2022 U.S. Dist. LEXIS 6643, at *4-5. Clark was unable to recount any actual threat of retaliation from any prison official, but attributed her fears to the anguish she felt when officers allegedly insulted her or belittled the abuse she suffered. Id. Clark, however, never filed any reports about such insults or mentioned them during her extensive interactions with prison mental health officials.","Clark v. Hanley, 89 F.4th 78#36",""
"Id. 2022 U.S. Dist. LEXIS 6643, at *5. The court found that Clark's testimony ""that she actually feared retaliation if she filed this lawsuit was not credible."" Id. 2022 U.S. Dist. LEXIS 6643, at *6. Turning to her second rationale, the district court recognized that Clark suffered from serious depression and gender dysphoria during the period at issue, at times to the point of self-harm.","Clark v. Hanley, 89 F.4th 78#37",""
"The court nevertheless concluded that the evidence did not establish a causal link between Clark's mental state and the delay in filing this lawsuit nor show that she exercised reasonable diligence in pursuing her rights. See id. The court saw reason to doubt Clark's claim that the abuse ""was of such a nature that [she] could not bring herself to talk about the incidents or file a court action,"" because soon after the abuse she provided a detailed account of the events to a Connecticut state trooper.12 Id. The court also considered Clark's pro se habeas petition to ""strongly weigh[ ] against"" her contention that she ""was so psychologically immobilized that she lacked the ability . . . to file a federal civil rights complaint to seek relief for Hanley's sexual abuse.""13 Id. 2022 U.S. Dist. LEXIS 6643, at *7.","Clark v. Hanley, 89 F.4th 78#38",""
"The court acknowledged Clark's ""significant mental health issues,"" but determined that ""the evidence does not show that these issues prevented her from timely filing a complaint."" Id. Her testimony on the critical points relevant to her equitable tolling claim ""was not generally credible or persuasive."" Id. Clark timely appealed. STANDARD OF REVIEW HN2[] In the ordinary case, ""[w]e review a district court's grant of a motion to dismiss the complaint on the pleadings de novo and construe the complaint liberally, accepting all factual allegations in the complaint as true, and drawing all reasonable inferences in the plaintiff's favor."" Palin v. N.Y. Times Co., 940 F.3d 804, 809 (2d Cir. 2019) (internal quotation marks, alterations, and citation omitted). This appeal, however, comes to us in an unusual posture in that the district court held an evidentiary hearing focused on equitable tolling, an issue over which trial courts possess a degree of factfinding authority.","Clark v. Hanley, 89 F.4th 78#40",""
"The court found it significant that while Clark's medical records reflect many concerns about various issues in her life—that she missed her children, was frustrated with the legal system, her ex-wife, and the charges against her—conspicuously absent is any mention of trauma preventing her from filing suit. Id. 2022 U.S. Dist. LEXIS 6643, at *7-8. ""To the contrary,"" the court noted, these records ""show Clark's willingness to advocate for herself in prison by going on a hunger strike, writing a complaint to the warden, and protesting prison labor conditions . . . ."" 2022 U.S. Dist. LEXIS 6643, [WL] at *8. As to Clark's claim that she was only able to file suit after her transfer to Garner in July 2016 and her treatment there for gender dysphoria, the court noted that ""[a]lthough Clark's burden is to prove that the limitations period should be tolled through October 2015, she has not introduced any medical records at all for 2014 or 2015."" Id. The court rejected Clark's reliance on medical records from dates long after the limitations period had expired, observing that even these later records undercut her case. ""There is one medical note from October 2017,"" the court observed, ""stating that Clark is 'focused on habeas appeal at present, objective is to have a trial granted [in] hope of a [lower] sentence (currently doing 75 yrs. on a plea bargain).'"" Id. The court observed that this note, far from helping Clark carry her burden, ""shows that she was able to focus at that time on seeking relief . . . a full year before she got around to filing her federal civil rights action in this case in October 2018."" Id. ""All in all,"" the court concluded, Clark ""failed to carry her burden to show grounds for equitable tolling."" Id. 2022 U.S. Dist. LEXIS 6643, at *9.","Clark v. Hanley, 89 F.4th 78#39",""
"See Doe v. United States, 76 F.4th 64, 70 (2d Cir. 2023) (""In general, district courts should 'resolve the factual questions' relevant to the equitable tolling of a statute of limitations, such as those 'surrounding a plaintiff's mental state.'"" (quoting Montin v. Est. of Johnson, 636 F.3d 409, 414-15 (8th Cir. 2011))); see also Upadhyay v. Sethi, 848 F. Supp. 2d 439, 446 (S.D.N.Y. 2012) (""Questions pertaining to matters of equity, including the applicability of equitable tolling to statutes of limitations, are well within the ambit of the Court's authority to resolve.""). On review of the record, the district court duly apprised the parties that it would resolve the issue of equitable tolling based on matters outside the pleadings. Indeed, the evidentiary hearing possessed the hallmarks of a bench trial limited to the issue of equitable tolling.","Clark v. Hanley, 89 F.4th 78#41",""
"HN3[] Given the nature of these proceedings and the thoroughness of the record before the district court, we review the district court's equitable tolling decision for abuse of discretion, as we ordinarily would from the denial of such a claim that has moved beyond the pleading stage. See Doe, 76 F.4th at 70 (""When a district court determines that equitable tolling is inappropriate, we review the legal premises for that conclusion de novo, the factual bases for clear error, and the ultimate decision for abuse of discretion."" (quoting DeSuze v. Ammon, 990 F.3d 264, 268 (2d Cir. 2021))); accord Phillips v. Generations Fam. Health Ctr., 723 F.3d 144, 149 (2d Cir. 2013).","Clark v. Hanley, 89 F.4th 78#42",""
"HN4[] Likewise, we review the district court's decision regarding the scope of discovery for abuse of discretion. See Pippins v. KPMG, LLP, 759 F.3d 235, 251 (2d Cir. 2014) (""A trial court enjoys wide discretion in its handling of pre-trial discovery, and we will reverse a district court's discovery ruling only upon a clear showing of an abuse of discretion."" (internal quotation marks and citation omitted)); accord Figueroa v. Mazza, 825 F.3d 89, 99 (2d Cir. 2016). ""A district court abuses its discretion only 'when the discovery is so limited as to affect a party's substantial rights.'"" In re Agent Orange Prod. Liab.","Clark v. Hanley, 89 F.4th 78#43",""
"Litig., 517 F.3d 76, 103 (2d Cir. 2008) (quoting Long Island Lighting Co. v. Barbash, 779 F.2d 793, 795 (2d Cir.1985)). DISCUSSION The parties agree that Connecticut's general three-year statute of limitations for personal injury actions applies to Clark's § 1983 claims asserting violations of her Eighth Amendment rights. See Conn.","Clark v. Hanley, 89 F.4th 78#44",""
"Gen. Stat. § 52-577; see also Walker v. Jastremski, 430 F.3d 560, 562 (2d Cir. 2005) (applying Conn. Gen.","Clark v. Hanley, 89 F.4th 78#45",""
"Stat. § 52-577 to a § 1983 claim). As Clark alleges no contact with Hanley following the date Hanley resigned from his post at MacDougall-Walker, the district court indicated, and we agree, that Clark's claims accrued at the latest by August 2011. See Barnes v. City of New York, 68 F.4th 123, 127 (2d Cir. 2023) (explaining that ""federal law governs the accrual of [§ 1983] claims [which] typically accrue when the plaintiff knows or has reason to know of the injury which is the basis of [her] action"" (internal quotation marks and citation omitted)).","Clark v. Hanley, 89 F.4th 78#46",""
"Clark seeks reversal or, in the alternative, vacatur of the district court's denial of her equitable tolling claim. At the outset, Clark contends it was inappropriate for the district court to hold an evidentiary hearing on the Defendants' motions to dismiss pursuant to Rule 12(b)(6), in which posture a district court may not rely on matters outside the pleadings or engage in factfinding. And, while a district court may convert a Rule 12(b)(6) motion into one for summary judgment under Rule 12(d), Clark emphasizes that the district court did not purport to do so here.15 Clark additionally argues that the district court resolved contested factual issues bearing on the substance of her legal claims, which the Seventh Amendment reserves for the jury.","Clark v. Hanley, 89 F.4th 78#48",""
"Based on this accrual date, the statute of limitations on Clark's claims expired in August 2014. She did not commence this action, however, until October 26, 2018, more than four years beyond the limitations period. HN5[] In ""rare and exceptional circumstances,"" Walker, 430 F.3d at 564 (citation omitted), the statute of limitations governing a § 1983 claim may be subject to equitable tolling, ""where necessary to prevent unfairness to a plaintiff who is not at fault for her lateness in filing.""14 Gonzalez v. Hasty, 651 F.3d 318, 322 (2d Cir. 2011) (citation omitted). ""Generally, a litigant seeking equitable tolling bears the burden of establishing two elements: (1) that [s]he has been pursuing [her] rights diligently, and (2) that some extraordinary circumstance stood in [her] way."" Smalls v. Collins, 10 F.4th 117, 145 (2d Cir. 2021) (citation omitted). ""The law prohibits a judge from exercising her discretion where these two elements are missing[,]"" but ""[i]f they are found to be present . . . then a judge brings discretionary considerations to bear in deciding whether to permit equitable tolling."" Doe, 76 F.4th at 71.","Clark v. Hanley, 89 F.4th 78#47",""
"Beyond these procedural errors, Clark insists that the record compels equitable tolling as a matter of law and the district court's ruling to the contrary was infused with legal and factual error. None of these arguments has merit. The district court did not overstep by holding an evidentiary hearing and resolving Clark's equitable tolling claim based on the evidence adduced therein.","Clark v. Hanley, 89 F.4th 78#49",""
"Neither did the court transgress the Seventh Amendment by resolving factual issues that relate squarely to her equitable tolling claim. Finally, the district court did not abuse its discretion in finding that Clark was not entitled to equitable tolling based on the record before it. We address each of these arguments in turn.","Clark v. Hanley, 89 F.4th 78#50",""
"I. Claims of Procedural Error The Federal Rules of Civil Procedure prescribe distinct judicial roles at the pleading, summary judgment, and trial stages of a case. Clark acknowledges that district courts sit in equity on the issue of equitable tolling, which affords them a degree of factfinding authority over the issue. See Doe, 76 F.4th at 70.","Clark v. Hanley, 89 F.4th 78#51",""
"The district court erred here, she argues, by holding an evidentiary hearing on the basis of limited discovery and by resolving disputed issues of fact upon a motion to dismiss. While the Defendants invoked Rule 12(b)(6) in moving to dismiss the Second Amended Complaint, however, the record shows that the litigation had progressed beyond the pleading stage on Clark's equitable tolling claim. The parties were on notice that the district court intended to resolve this claim based on evidence adduced at the hearing and that the evidentiary hearing, as conducted, was the functional equivalent of a bench trial on the equitable tolling issue.16 In these circumstances, as set forth herein, the district court did not deviate from the applicable procedural rules by holding this evidentiary hearing and using it to resolve contested issues of fact going to Clark's equitable tolling claim.17 A. The Procedural Framework for Equitable Tolling HN6[] On a motion to dismiss pursuant to Rule 12(b)(6), the district court's task is to assess the pleadings to determine whether they contain sufficient factual matter, accepted as true, to state a claim for relief that is plausible on its face.","Clark v. Hanley, 89 F.4th 78#52",""
"See Int'l Code Council, Inc. v. UpCodes Inc., 43 F.4th 46, 53 (2d Cir. 2022). In performing this exercise, district courts ""may review only a narrow universe of materials,"" which includes ""facts stated on the face of the complaint, documents appended to the complaint or incorporated in the complaint by reference, . . . matters of which judicial notice may be taken,"" as well as ""document[s] not expressly incorporated by reference in the complaint [that are] nevertheless 'integral' to the complaint.""18 Goel v. Bunge, Ltd., 820 F.3d 554, 559 (2d Cir. 2016) (internal quotation marks, alterations, and citations omitted). HN7[] Generally speaking, ""the lapse of a limitations period is an affirmative defense that a defendant must plead and prove."" Whiteside v. Hover-Davis, Inc., 995 F.3d 315, 319 (2d Cir. 2021) (emphasis added) (internal quotation marks, citation, and alteration omitted).","Clark v. Hanley, 89 F.4th 78#53",""
