"input text","origin case+#chunk","output text"
"As an initial matter, the officers were only in the trailer for approximately two and a half minutes during their search, so the sweep was not longer than what was necessary to clear the premises. Separately, Beard argues—with some justification—that the officers searched in areas of the trailer that appear unlikely to harbor an adult human in hiding and that the sweep exceeded a mere ""cursory inspection of those spaces where a person may be found."" The Government argues that based on body camera footage and testimony from the officers, the search was by the book and only involved opening closet doors, cabinets, and tight spaces such as drawers to check if individuals could be hidden in these spaces. Evidence presented during the suppression hearing, however, did establish that officers also searched the freezer of the refrigerator unit in the trailer and had removed the lid to the toilet tank in the bathroom.","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#29",""
"While multiple officers testified that humans are capable of hiding in small spaces—and indeed, this Court has seen human smuggling cases where individuals have been found in a number of spaces not designed or expected to hold humans—spaces such as a trailer's freezer or the toilet tank strains credulity as likely places officers could find a hiding person. Nonetheless, when considering the totality of the circumstances surrounding the officers' actions in regard to the protective sweep, these discrepancies are not enough to invalidate the officers' protective sweep. This is especially true since the gun in question was not found by opening an unreasonably small space.","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#30",""
"The present case also bears a strong resemblance to the Fifth Circuit's decision in United States v. Silva. 865 F.3d 238 at 240. The Fifth Circuit held that the protective sweep law enforcement officers conducted of Silva's trailer during their execution of an outstanding arrest warrant was justified after considering that: (1) law enforcement was familiar with Silva's ""extensive"" criminal history and gang affiliation; (2) officers had received information prior to the arrest that there was a possibility a weapon could be in the trailer; (3) Silva took over a minute to exit the trailer after law enforcement announced their presence; (4) law enforcement testified that even though they had no indication of additional individuals in Silva's trailer, the trailer still posed a potential safety risk; and (5) law enforcement testified that they conducted the sweep because they were concerned for their safety, particularly that they could not confirm with certainty that no one else was in the trailer.","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#31",""
"Id. at 242. Here, the officers similarly testified that (1) were familiar with Beard's criminal history, which involved guns and drugs, and gang affiliation; (2) had knowledge from social media posts that Beard, despite his felony conviction, was potentially in possession of a Glock firearm; (3) knocked and announced and Beard did not immediately open the trailer door, which had to be breached; (4) officers testified that even though they only saw Beard and Wiley enter and exit the trailer, they could not be certain no one else was inside as they had heard multiple sets of footsteps inside before breaching the door; and (5) conducted the second protective sweep despite the initial sweep by the K-9 unit because they were concerned for their safety, it was standard operating procedure to conduct a second sweep with officers even after the use of a K-9 unit, and the possibility that a K-9 could not detect individuals hiding in tight spaces in the trailer. Given the testimony presented at the suppression hearing and viewing the evidence in the light most favorable to the Government, this Court is convinced that there were ""articulable facts, which, taken together with the rational inferences from those facts, would warrant a reasonably prudent officer in believing that the area to be swept harbors an individual posing a danger to those on the arrest scene."" Thus, this Court finds that the second protective sweep conducted by officers was justified and did not violate Beard's Fourth Amendment rights.","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#32",""
"B. Was the Firearm in Plain View During the Officers' Protective Sweep? ""[E]vidence or contraband seen in plain view during a lawful sweep can be seized and used in evidence at trial."" United States v. Garcia-Lopez, 809 F.3d 834, 839 (5th Cir. 2016) (citing United States v. Jackson, 596 F.3d 236, 242 (5th Cir. 2010)). ""While the Fourth Amendment generally prohibits seizures, the 'plain view' exception allows police to seize items where: (1) the police lawfully entered the area where the item was located; (2) the item was in plain view; (3) the incriminating nature of the item was 'immediately apparent;' and (4) the police had a lawful right of access to the item."" United States v. De Jesus-Batres, 410 F.3d 154, 159 (5th Cir. 2005). Since this Court has found that the officers' sweep was justified, the remainder of the parties' dispute is whether the firearm was in plain view during the human protective sweep. According to Officer Murphy's testimony, when conducting the protective sweep, he was first to enter the bathroom, where he saw the firearm in plain view in the cabinet under the sink because the cabinet door was open when he entered the bathroom.","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#33",""
"Thus, based on the testimony presented, this Court finds that the gun was in plain view during an authorized protective sweep and was seized in accordance with the Fourth Amendment. III. Conclusion For the foregoing reasons, the Court DENIES Beard's Motion to Suppress (Doc.","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#35",""
"Based Officer Murphy's testimony, there is uncontroverted evidence that the firearm was in plain view during the officers' protective sweep. Although, as previously discussed, Beard argues that the officers' search exceeded the scope of a protective sweep when officers searched the trailer's freezer and toilet tank, this does not change the fact that there is uncontroverted evidence from Officer Murphy that the firearm was in plain view in the cabinet under the sink. Had the firearm been found in a space such as the freezer or toilet tank, rather than an open cabinet in plain view, this Court may have come to a different conclusion.","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#34",""
"No. 23). Signed at Houston, Texas, this 22nd day of February, 2023. /s/ Andrew S. Hanen Andrew S. Hanen United States District Judge End of Document","United States v. Beard, 2023 U.S. Dist. LEXIS 29007#36",""
"OMNIBUS ORDER ON DEFENDANT'S POST-TRIAL MOTIONS THIS CAUSE is before the Court on Defendant Javier Hernandez's (""Hernandez"") Post-Trial Motion for Judgment of Acquittal Pursuant to Rule 29,1 ECF No. [196] (""Rule 29 Motion""), and Motion for New Trial Pursuant to Rule 33, ECF No. [197] (""Rule 33 Motion""). The Government filed a Response to the Rule 29 Motion, ECF No. [198], and Hernandez filed a Reply to the Rule 29 Response, ECF No. [201]. The Government also filed a Response to the Rule 33 Motion, ECF No. [199], and Hernandez filed a Reply to the Rule 33 Response, ECF No. [202].","United States v. Hernandez, 2023 U.S. Dist. LEXIS 224114#1",""
"The Court has considered the motions, all opposing and supporting submissions, the record in this case, the applicable law, and is otherwise fully advised. For the following reasons, the Motions are denied. I. BACKGROUND This case concerns a conspiracy for financial gain to encourage noncitizens to enter the United States through the use of stolen vessels, a certain Toyota Tundra, the alteration of vehicle identification (VIN) numbers and hull identification numbers (HIN), and money laundering.","United States v. Hernandez, 2023 U.S. Dist. LEXIS 224114#2",""
