"input text","origin case+#chunk","output text"
"Hines Practicing Veterinary Medicine With respect to the following six examples, at least one of the Board's experts opined that Hines practiced veterinary telemedicine through his communications with animal owners.4 i. Iranian Pigeon (July 2021)5 Mohammad Reza Koohpaee, a man living in Iran, emailed Hines about a pigeon that he found in a parking lot. (Iranian Pigeon Emails, Doc. 83-11, 18) Koohpaee wrote that on the advice of ""a vet friend"", he had wrapped the pigeon's injured wing with a ""figure eight style wrap."" (Id. at 19) Koohpaee asked if the wing could heal and how long to use the bandage. (Id.) In response, Hines attached a diagram and wrote that a hard spot that Koohpaee identified on the pigeon's left wing was ""probably a healing fracture."" (Id.) Hines told him that the local veterinarian ""gave [] good advice"", and commented that the pigeon ""will never fly normally again"" but could live a happy life as Koohpaee's pet or in a park where people routinely feed pigeons. (Id.) He added that pigeons often have mites, lice, and pigeon flies, and that the best treatment was using a saltshaker to sprinkle carbaryl powder mixed with powdered corn starch on the pigeon's feathers. (Id.) Dr.","Hines v. Pardue, 688 F. Supp. 3d 522#32",""
"Teller agreed because Hines ""recommended a specific course of treatment for Reza's pigeon and even provided him with a diagram showing the location of the likely injury."" (Teller Report, Doc. 82-1, 250) ii. Iranian Bird (August 2021) Mali Zia, who lives in Iran, sent Hines a picture of a bird's broken leg. (Iranian Bird Emails, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#34",""
"Patterson opined that Hines was practicing veterinary medicine by ""recommending specific bandages and dietary management"" for the bird. (Patterson Supp. Report, Doc. 83-12, 6) She opined that Hines was ""only making an estimated guess based on very limited information from a layperson."" (Id. at 5) Van Vlerah also testified that Hines was practicing veterinary medicine because he was ""providing treatment recommendations regarding the injury of an animal -- or bird."" (Van Vlerah Dep., Doc. 83-15, 18, 51:13-18) And Dr.","Hines v. Pardue, 688 F. Supp. 3d 522#33",""
"83-11, 13-15) Zia reported that she found the bird when it was three weeks old, had been feeding it, and had ""broke[n] her leg accidentally"" when giving the animal a chance to fly. (Id. at 15) Zia reported that a local doctor had tied up the bird's leg, a picture of which she attached. She asked Hines, ""Is there any chance for her?"" (Id.) Hines responded that ""[i]t appears from your photograph that the broken bone has now healed in the wrong position."" (Id. at 42) He explained that fixing the bone would ""require cutting the bone if possible and putting it in a proper splint."" (Id.) He advised Zia that a hand surgeon or jewelry maker in Iran would be in the best position to help, as they would have the tools necessary to make the splint. (Id.) Zia replied with an x-ray of the bird's leg, noting that she could not move the bird into a good position. (Id. at 2-3) She also reported that she could not sleep at night because she blamed herself for breaking the bird's leg. (Id. at 2) Hines responded that the x-ray showed the bird's bones were too soft and that it was calcium deficient. (Id. at 20) He recommended that Zia add crushed calcium carbonate, like Tums, to the bird's diet. (Id.) Hines told Zia the calcium deficiency probably caused the leg to break and reassured her that ""it was not [her] fault!"" (Id.) Hines finished the email by saying, ""This is what needs to be done:"", but the email cuts off at that point. (Id.) After reviewing these communications, Dr. Patterson opined that Hines was practicing veterinary medicine by ""detailing a fracture management plan"" for Zia's bird. (Patterson Supp. Report, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#35",""
"83-12, 6) Van Vlerah agreed, reasoning that Hines was ""diagnosing a calcium deficiency and he is also recommending treatment with the use of calcium supplements."" (Van Vlerah Dep., Doc. 83-15, 19, 52:13-15) And Dr. Teller reached the same conclusion, explaining that Hines ""reviewed photos and an x-ray and diagnosed the bird with calcium deficiency.","Hines v. Pardue, 688 F. Supp. 3d 522#36",""
"He recommended a specific course of treatment for the bird's calcium deficiency."" (Teller Report, Doc. 82-1, 252) Dr. Teller also concluded that Hines ""potentially left [the] bird in a worse position by failing to refer Mali to a local veterinarian, disparaging the quality and competency of Iranian veterinarians, diagnosing calcium deficiency and prescribing calcium based on an image taken before Mali gave the bird 2-3 weeks of Osteocare Calcium (and without reviewing the newest imaging), and seemingly giving her a treatment plan that was cut off in the documents produced during discovery."" (Id. at 253) iii.","Hines v. Pardue, 688 F. Supp. 3d 522#37",""
"Cat From Unknown Location (April 2022) Yael Rosen, from an unknown location, emailed Hines about her five-year-old seal point Ragdoll cat named Sofia. (Unknown Cat Emails, Doc. 83-11, 45) A local veterinarian conducted blood tests on Sofia, removed fluid from the cat's chest, and diagnosed it with heart failure. (Id.) Rosen listed the medications that the cat was receiving and asked if Sofia should be seen by a veterinary cardiologist. (Id.) Hines identified several possibilities for Sofia's symptoms, including cardiomyopathy, feline infections peritonitis, and lymphoma. (Id.) He provided links to various articles on his website about each disease. (Id.) And he added that if Sofia was suffering from cardiomyopathy, he would recommend giving the cat ""a human taurine supplement"". (Id.) Dr. Patterson opined that Hines was practicing veterinary medicine by recommending the taurine supplement for the cat. (Patterson Supp. Report, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#38",""
"83-12, 10-11) Dr. Teller agreed, as Hines ""provided differential diagnoses for Yael's cat and provided several treatment plans"", and because Hines ""recommended taurine without indicating the strength, dosage, frequency, and length of time to administer, nor the route of administration and potential side-effects."" (Teller Report, Doc. 82-1, 255) Dr.","Hines v. Pardue, 688 F. Supp. 3d 522#39",""
"Teller also concluded that when advising the cat's owner, ""Hines had no basis for eliminating other possible differential diagnoses"" and ""insufficient information to determine that the cat was taurine-deficient."" (Id.) Instead, a ""physical examination was necessary first"" to ""eliminat[e] differential diagnoses."" (Id.) Dr. Teller opined that Hines ""most likely left [the] cat in a worse position by failing to instruct Yael to go to the veterinary cardiologist and providing differential diagnoses and treatment plans that could only be eliminated with laboratory results and imaging."" (Id.) iv. Indian Puppy (May 2022) Uday Bhaskar, who lives in India, emailed Hines about a two-month-old puppy that was run over by a car tire. (Indian Puppy Emails, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#40",""
"83-15, 14, 44:23-25) And Dr. Teller agreed, explaining that Hines was practicing veterinary medicine because he ""provided a differential diagnosis that Uday's puppy either had a broken leg or back, and made a prognosis (which is incorrect) that there is no treatment for a broken back."" (Teller Report, Doc. 82-1, 247) Dr.","Hines v. Pardue, 688 F. Supp. 3d 522#42",""
"83-11, 43) Bhaskar wrote that the puppy could not move one of its legs and appeared to be in pain. (Id.) He asked Hines if he could ""advise any first aid or course of treatment as"" he did not ""have any vet within a range of 25 km."" (Id.) Hines informed Bhaskar that there was little he could do to help. (Id.) Hines stated that if the problem was ""just one leg, then the leg is probably broken."" (Id.) He wrote that the treatment for such an injury was stainless steel rods or external supports, but that any external supports would need to be frequently changed for a growing dog. (Id.) He also wrote that if both rear legs were problematic, then the puppy's spine was likely broken, and no treatment option existed ""for that in dogs or humans."" (Id.) Dr. Patterson opined that Hines was practicing veterinary medicine by ""advising a specific prognosis"" for the dog's injuries. (Patterson Supp. Report, Doc. 83-12, 5) She expressed concern as to whether the dog had suffered internal or neurological injuries that could also be causing the symptoms. (Id.) Van Vlerah similarly testified that Hines was practicing veterinary medicine because he was ""providing treatment recommendations and a potential diagnosis."" (Van Vlerah Dep, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#41",""
"Teller also opined that Hines ""potentially left the puppy in a worse position than when he found it by failing to refer Uday to a local veterinarian, failing to provide Uday with emergency first aid advice, providing Uday with possibly a false prognosis, providing Uday with an incomplete differential diagnosis, suggesting a treatment plan for Uday that was not indicated, and finally by ignoring Uday's follow up email seeking clarification and offer to send photos of the puppy."" (Id. at 248) v. New Hampshire Dog (November 2021) Anne Broussard, a woman living in New Hampshire, emailed Hines about her 19-month-old Japanese Chin dog, which had received a Cytopoint injection to prevent scratching. (N.H. Dog Emails, Doc. 83-11, 26) After receiving the shot, the dog slept 60 to 90 minutes each night before waking up, shaking and barking frantically, and scratching the floor repeatedly before falling back asleep. (Id.) Broussard advised that these behaviors were new, and she wondered if they were side effects from the shot. (Id.) Hines wrote back that the dog's behavior ""might be related to an antibiotic resistant staphylococcus skin infection, exposure to fleas, a dietary allergy or even mange mites"", and that it was ""extremely unusual for Apoquel and Cytopoint not to stop itching due to environmental allergies"". (Id.) He provided a link to an article on his website as to the best products to prevent fleas and mites, and explained that a ""skin culture would tell you if staph is involved and which antibiotics work best to cure it."" (Id.) He added that ""all those decisions need to be made in consultation with your local veterinarians."" (Id.) Van Vlerah testified that Hines engaged in the practice of veterinary medicine in this communication, as he was ""providing a diagnosis and treatment recommendations."" (Van Vlerah Dep, Doc. 83-15, 17, 47:11-12) In contrast, Dr.","Hines v. Pardue, 688 F. Supp. 3d 522#43",""
"Patterson opined that Hines was not practicing veterinary medicine in this email exchange. (Patterson Supp. Report, Doc. 83-12, 7-8) She did not explain how she came to this conclusion or what separated this email from the others where she thought he did practice veterinary medicine. vi. British Bird (June 2022) Helen Scott, a woman living in the United Kingdom, emailed Hines about a young great tit bird in her care. (British Bird Emails, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#44",""
"83-12, 4) She expressed concern that Hines may have estimated the bird's age incorrectly and that Scott would be unable to construct the device correctly. (Id.) Dr. Teller agreed, as Hines ""recommended a specific course of treatment for Helen's great tit and even provided her with a diagram of how to construct the device."" (Teller Report, Doc. 82-1, 245-46) Dr.","Hines v. Pardue, 688 F. Supp. 3d 522#46",""
"83-11, 49) Scott noted that a local veterinarian had splinted the bird's injured leg, but the bird had managed to remove the splint. (Id.) She attached a video of the bird and expressed concern that the uninjured leg would cross the injured leg and inhibit the bird's motion. (Id.) In response, Hines explained that the bird would need both legs in tape shackles ""for a while"". He provided a link to an article he had written about curing spraddle leg in birds. (Id.) He added, ""But we still need to talk about how that is safely done and for that I need your telephone number."" (Id.) The next day, Hines sent a follow up email, noting that the bird appeared to be fully grown, which ""makes matters worse."" (Id. at 11) He explained that Scott did ""not need a veterinarian"" but instead ""an arborist because bones assume the same position a shrub or tree assumes if it is held at a certain angle."" (Id.) He suggested that Scott undertake ""the construction of some very light weight wire device that can slowly be adjusted to guide the bones to a more proper angle"", and included a diagram that he had drawn for the device. (Id. at 11-12) Dr. Patterson opined that Hines was practicing veterinary medicine because he was recommending a treatment plan for the bird. (Patterson Supp. Report, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#45",""
"Teller also opined that Hines ""most likely left the bird in a worse position"" through his veterinary advice. (Id. at 246) She explained that Hines and Scott disagreed on the bird's likely age, with Scott estimating that the bird was five to six weeks old, while Hines believed the bird to be fully grown. (Id. at 245-46) According to Dr. Teller, ""Hines's tape shackles treatment plan appears to be premised on the belief that Helen's bird is fully grown"". (Id. at 246) Given the uncertainty about the bird's age, a ""physical examination was necessary before embarking on a specific course of treatment"". (Id. at 245) Ultimately, Dr. Teller concluded Hines ""should have referred Helen back to her treating veterinarian or to a veterinary specialist in the U.K."" where she lived, instead of telling her to ""contact a male watch maker for tiny tools, an arborist to ascertain the shape of local shrubs, and . . . construct tape shackles based on a diagram he drew"". (Id. at 246 (emphasis in original)) b.","Hines v. Pardue, 688 F. Supp. 3d 522#47",""
"Hines Not Practicing Veterinary Medicine As to the following two examples, the Board's experts opined that Hines did not engage in the practice of veterinary medicine through his communications with the animal owners. i. West Virginia Dog (November 2020) Linda Riley, a woman living in West Virginia, emailed Hines about her seven-year-old golden retriever. (W.V. Dog Emails, Doc. 83-11, 28-29) Her dog received a Cytopoint injection for excessive itching and scratching, but the problem only worsened. (Id. at 28) Riley added that the dog began throwing up a few days after receiving the shot, and the local veterinarian gave the dog hydration and a corticosteroids shot. (Id.) Riley noted that the dog continued to suffer from diarrhea, despite being placed on a bland diet. (Id.) Hines responded with a series of questions: Did your vet run any laboratory tests and if so might you know the results?","Hines v. Pardue, 688 F. Supp. 3d 522#48",""
"You mentioned that ""nothing has returned to baseline"". Are the corticosteroids helping? Was it a long-term steroid shot like Depo?","Hines v. Pardue, 688 F. Supp. 3d 522#49",""
"It's not that I want to interfere, it's just that I would like to make some sense out of all the data that folks like you are willing to share with me. (Id.) He wrote that Riley should consider contacting the manufacturer of Cytopoint and asking for their advice, noting that some manufacturers cover the veterinary costs associated with their medications' side effects. (Id.) Riley replied, explaining that her local veterinarian did not think her dog's symptoms were related to the injection because the adverse reaction was not close enough in time. (Id. at 27) She added that her dog experienced cycles of throwing up and having diarrhea, followed by periods of being able to keep food down and maintaining normal bowel movements. (Id.) She also wrote that no blood work had been performed. (Id.) And she informed Hines that she had adopted a new puppy before the golden retriever's symptoms began, and the local veterinarian thought that the new puppy might be a cause of her dog's health issues. (Id. at 28) Hines continued the exchange, asking if her dog had a history of intermittent diarrhea and if Riley had ever noticed extraneous things in her dog's stools, like leaves or food wrappers. (Id. at 27) He asked a series of questions, such as whether her dog was small for a golden retriever and whether the dog was a pure breed. (Id.) He also noted that the new puppy could be a source of intestinal parasites. (Id.) Hines explained that Riley would need to make sure that her dog had no other health issues that would predispose it to suffering from diarrhea, such as inflammatory bowel disease. (Id.) And he added that blood tests could reveal more information, but explained that if the dog was ""already on the road to recovery,"" the tests ""might already be normal or close to it."" (Id.) Dr. Patterson opined that Hines was not practicing veterinary medicine in this email exchange. (Patterson Supp. Report, Doc. 83-12, 8) She did not explain how she came to this conclusion or what separated this email from others where she thought Hines practiced veterinary medicine. ii.","Hines v. Pardue, 688 F. Supp. 3d 522#50",""
"Dog From Unknown Location I (March 2022) Cathy Armstrong, from an unknown location, emailed Hines about her Australian cattle dog. (Unknown Dog I Emails, Doc. 83-11, 30) She wrote that her dog's energy level waned after it received Cytopoint injections for itching. (Id.) The dog eventually died of a brain cancer, and Armstrong believed that the Cytopoint injections ""either caused or made the tumor worse."" (Id.) Hines responded, expressing condolences and inquiring where Armstrong lived and whether the dog had also received oral Apoquel. (Id.) He wrote that he believed that the manufacturer of Cytopoint should place ""an age warning"" on the medication, notifying pet owners of the risks associated with the treatment. (Id.) Dr. Patterson opined that Hines was not practicing veterinary medicine in this email exchange. (Patterson Supp. Report, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#51",""
"83-12, 10) She did not explain how she came to this conclusion or what separated this email from the others where she thought he did practice veterinary medicine. In her deposition, Dr. Patterson admitted that it was sometimes difficult for her to determine if Hines was practicing veterinary medicine. (Patterson Dep., Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#52",""
"83-13, 13, 72:3-15) Van Vlerah also testified that Hines's communication did not represent the practice of veterinary medicine, categorizing the email as ""just a simple conversation between [Hines] and Cathy Armstrong in regards to Cytopoint injections."" (Van Vlerah Dep., Doc. 83-15, 21, 54:20-22) c. Hines's Other Communications with Animal Owners With respect to the following three examples, the Board's experts did not provide any opinions as to whether Hines engaged in the practice of veterinary medicine through his communications with the animal owners.","Hines v. Pardue, 688 F. Supp. 3d 522#53",""
"The Court includes these examples to demonstrate additional exchanges between Hines and animal owners that the Board does not appear to contend represent the practice of veterinary medicine. The Examination Requirement would not apply to Hines in connection with these types of communications. i. Florida Dog (March 2021) Amy Pentkowski, from Florida, emailed Hines about her sister's dog, Zippy. (Fla. Dog Emails, Doc.","Hines v. Pardue, 688 F. Supp. 3d 522#54",""
"83-11, 47) Pentkowski asked Hines if he would ""go forward with radiation and/or chemo"" if Zippy was his dog. (Id.) She attached a veterinarian's report, which indicated that Zippy had an anal sac carcinoma and that the local veterinarian was not recommending surgery or radiation. (Id. at 50-51) Hines replied that based on the tumor's ""difficult location"", he ""would just keep Zippy comfortable."" (Id. at 47) He explained that he could not think ""of any place more difficult to get to surgically or as unlikely to remove all the cancer"" and that he was worried about the chances that Zippy would be unable ""to defecate or urinate after such a surgery"". (Id.) Hines added that the choice was ultimately about what Pentkowski's ""sister and her family members are capable and willing to agree to."" (Id.) ii. Glasgow Cat (April 2021) Marie Shannon, from Glasgow, Scotland, emailed Hines about her cat, named Butterfly, who had accumulated fluid in her chest. (Glasgow Cat Email, D0c. 83-11, 4) The record contains Hines's response, but not Shannon's initial email.","Hines v. Pardue, 688 F. Supp. 3d 522#55",""
"Hines began by writing that a ""big problem"" for him in helping Shannon was that he did not have access to ""Butterfly's radiologist's report or her laboratory blood analysis report."" (Id.) He identified several possible causes of fluid in the chest, including heart issues, cancers, and mutant coronaviruses. (Id.) He expressed that was he was ""disappointed in the University of Glasgow that they are not treating this as a crisis situation and are making you wait until Monday"" to be seen. (Id.) He recommended that Shannon ask her local veterinarian to measure Butterfly's systolic blood pressure and oxygen saturation levels because ""an extremely low blood protein level and/or anemia might also exhibit the symptoms"" she described. (Id.) He added that Butterfly should be tested for feline leukemia. (Id.) iii. Dog From Unknown Location II (March 2022) Keitheley Wilkinson, from an unknown location, emailed Hines about a 10-year-old female terrier mix that she owned and that had died a month earlier after being diagnosed with lymphoma. (Unknown Dog II Emails, Doc. 83-11, 37-41) Wilkinson informed Hines that ""a canine organophosphate test [] showed a lowered cholinesterase level."" (Id. at 40) She indicated that the dog was allergic to the Kikuyu grass in the area where they lived, and that the dog likely ate some of the grass, which contained an herbicide, glufosinate-ammonium. (Id. at 38) Wilkinson inquired about the relationship between the herbicide and the lowered cholinesterase levels, as well as any possible links between the herbicide and canine cancers. (Id. at 38-39) In response, Hines asked if the dog had been diagnosed with a T lymphocyte lymphoma or a B lymphocyte lymphoma and whether the lymphoma was ""specific enzyme positive."" (Id. at 36) Wilkinson answered that a local veterinarian would charge $500 to run the necessary tests to find out. (Id. at 35) She asked Hines if the test was ""absolutely necessary to assess the findings of the dog's organophosphate findings"". (Id.) Hines responded: ""No. Do not order that test."" (Id.) He added, ""No information exists as to any connection between exposure to herbicides and insecticides in dogs and the particular lymphocyte involved."" (Id.) Wilkinson wrote back, thanking Hines and noting that she would ""wait for [his] assessment on the findings already given to"" him. (Id.) Hines followed up by writing that the active ingredient had not been linked to cancers ""of any kind,"" but that it was ""conceivable"" that it contributed to the dog's chronic gastroenteritis. (Id. at 34) He also noted that Wilkinson had reported that the dog had received Cytopoint injections, which ""reduce interleukin 31 levels,"" and that such reduction ""contributes to the growth of follicular lymphoma"" in humans. (Id. at 35) He clarified that this effect was related solely to T-cell origin lymphomas, which explained his initial interest in whether the lymphomas were T-cell or B-cell. (Id.) II.","Hines v. Pardue, 688 F. Supp. 3d 522#56",""
"Standard of Review ""Summary Judgment is appropriate when the pleadings, affidavits, and other summary judgment evidence show that no genuine issue of material fact exists and the moving party is entitled to judgment as a matter of law."" FED. R. CIV. P. 56(a); Triple Tee Golf, Inc. v. Nike, Inc., 485 F.3d 253, 261 (5th Cir. 2007) (citing Celotex Corp. v. Catrett, 477 U.S. 317, 322, 106 S. Ct. 2548, 91 L. Ed.","Hines v. Pardue, 688 F. Supp. 3d 522#57",""
